farmer_id,region,primary_crop,farm_size_ha,years_experience,household_size,mobile_money,market_access,irrigation,education_level,prev_loan,has_secondary_crop,yield_stability,income_est_usd,loan_amount_usd,repay_probability,loan_repaid
GH00272,Eastern,Maize,1.96,31,11,1,0,0,1,0,1,0.962,612,826,0.7233,1
GH00273,Brong-Ahafo,Rice,1.53,22,5,0,1,1,1,0,1,0.574,1317,1049,0.5584,1
GH00274,Ashanti,Plantain,2.24,19,5,0,0,0,0,0,1,0.785,1132,1288,0.4504,0
GH00275,Central,Plantain,2.22,24,6,0,1,1,3,0,0,0.914,825,602,0.5854,0
GH00276,Eastern,Cocoa,2.24,39,8,0,1,0,0,0,1,0.936,1129,785,0.7936,1
GH00277,Upper East,Maize,1.97,24,5,1,0,0,2,0,1,0.454,421,291,0.4775,0
GH00278,Upper East,Yam,3.35,29,7,0,1,0,2,1,1,0.534,3556,3961,0.7858,1
GH00279,Ashanti,Cassava,1.85,37,7,1,1,0,0,1,0,0.769,934,1361,0.7701,0
GH00280,Eastern,Cassava,0.92,26,11,1,0,0,0,0,0,0.763,631,347,0.3678,0
GH00281,Brong-Ahafo,Maize,1.19,8,4,1,0,0,3,0,0,0.721,165,177,0.4558,0
GH00282,Brong-Ahafo,Yam,0.46,19,13,1,1,0,2,0,1,0.636,467,289,0.8415,0
GH00283,Volta,Maize,7.53,21,5,0,0,0,2,0,1,0.71,2271,2178,0.8251,0
GH00284,Ashanti,Cocoa,3.33,6,7,1,1,0,1,1,1,0.76,2771,2632,0.5965,1
GH00285,Eastern,Plantain,1.02,19,6,0,1,0,1,0,1,0.819,529,444,0.7643,0
GH00286,Brong-Ahafo,Yam,1.5,41,6,0,1,0,2,0,0,0.694,1622,1457,0.4993,1
GH00287,Volta,Maize,1.17,34,7,1,0,0,2,0,0,0.716,336,456,0.4916,1
GH00288,Northern,Rice,5.36,16,5,1,0,0,2,1,1,0.552,4723,1919,0.6978,1
GH00289,Brong-Ahafo,Maize,0.67,36,3,0,0,0,1,1,0,0.806,185,240,0.6789,1
GH00290,Northern,Maize,1.97,2,6,1,0,0,3,0,1,0.589,778,665,0.4021,0
GH00291,Upper East,Rice,1.69,22,6,1,0,0,0,1,1,0.586,1527,1069,0.6901,0
GH00292,Western,Cocoa,3.25,9,4,0,0,0,0,0,1,0.848,2384,1222,0.6612,0
GH00293,Brong-Ahafo,Maize,1.69,8,10,0,1,0,3,1,0,0.731,400,511,0.7211,1
GH00294,Volta,Yam,0.53,41,4,0,1,1,2,0,1,0.75,498,503,0.7037,1
GH00295,Western,Cocoa,1.53,41,5,1,0,0,1,1,0,0.924,1406,1651,0.7231,1
GH00296,Volta,Cassava,0.92,31,4,1,1,1,2,0,1,0.757,243,165,0.9101,1
GH00297,Northern,Yam,1.93,39,6,1,0,0,1,0,1,0.577,1968,1518,0.8052,1
GH00298,Northern,Maize,4.97,36,5,1,1,0,0,0,1,0.618,1372,1916,0.5918,0
GH00299,Eastern,Maize,0.54,3,6,1,1,0,2,0,1,0.716,165,240,0.728,1
GH00300,Upper West,Rice,1.04,9,4,1,1,0,1,0,0,0.604,887,1054,0.6718,0
GH00301,Northern,Yam,1.24,39,3,0,1,0,0,1,0,0.551,1629,1954,0.4435,1
GH00302,Upper East,Maize,1.39,5,8,0,0,0,1,0,1,0.649,393,445,0.4874,0
GH00303,Eastern,Cassava,3.06,38,7,0,1,0,1,0,0,0.753,1586,1593,0.872,1
GH00304,Upper East,Yam,1.61,22,5,0,0,0,0,0,1,0.681,1932,1959,0.5176,1
GH00305,Volta,Yam,2.44,14,2,1,0,0,3,0,0,0.745,3214,4681,0.6738,0
GH00306,Brong-Ahafo,Maize,1.18,10,9,1,1,0,2,1,0,0.798,372,447,0.6422,1
GH00307,Volta,Yam,2.14,30,4,0,0,0,1,1,1,0.689,2594,2818,0.5609,0
GH00308,Northern,Maize,3.14,25,10,0,0,0,2,1,0,0.458,833,439,0.342,0
GH00309,Volta,Cassava,1.09,17,6,1,0,0,2,1,1,0.648,587,864,0.557,1
GH00310,Eastern,Cassava,3.15,13,5,1,0,1,2,1,1,1.0,2145,1983,0.8191,0
GH00311,Eastern,Plantain,1.89,3,7,0,1,0,1,0,0,0.777,1053,1508,0.5471,1
GH00312,Volta,Yam,3.79,20,9,1,0,0,0,0,1,0.838,3635,4203,0.4886,0
GH00313,Brong-Ahafo,Rice,1.58,31,5,1,1,0,2,1,1,0.646,1288,448,0.8096,0
GH00314,Volta,Maize,2.38,17,5,1,1,0,1,0,1,0.744,797,755,0.7765,1
GH00315,Greater Accra,Maize,1.77,25,5,0,0,0,0,1,0,0.843,602,825,0.2703,0
GH00316,Northern,Rice,1.7,14,10,1,0,0,2,1,1,0.862,1145,415,0.7913,1
GH00317,Central,Maize,2.18,6,7,0,1,0,0,0,1,0.765,649,870,0.6004,1
GH00318,Northern,Maize,2.65,24,4,1,0,0,3,0,1,0.558,734,760,0.6493,1
GH00319,Central,Cassava,0.76,39,4,1,1,0,3,0,1,0.868,394,139,0.9251,1
GH00320,Ashanti,Cocoa,4.97,32,4,0,1,0,2,1,0,0.761,4440,3323,0.8549,1
GH00321,Brong-Ahafo,Cassava,0.5,18,4,1,0,0,2,1,1,0.813,250,100,0.7975,1
GH00322,Ashanti,Cassava,1.13,4,4,1,1,0,1,0,0,0.811,525,159,0.6859,0
GH00323,Western,Cassava,1.71,27,7,1,1,0,2,1,0,0.78,751,1033,0.8099,1
GH00324,Western,Cocoa,2.43,14,3,0,0,0,2,0,1,0.9,1655,1983,0.4889,0
GH00325,Eastern,Cassava,5.49,39,5,1,1,0,0,0,1,0.824,2458,1591,0.7368,1
GH00326,Upper East,Yam,0.5,23,7,1,0,0,3,0,0,0.646,417,182,0.5698,0
GH00327,Central,Plantain,1.28,22,5,0,0,0,3,0,1,0.982,530,194,0.686,1
GH00328,Upper East,Rice,0.41,30,3,1,0,0,3,0,0,0.545,277,388,0.5606,0
GH00329,Upper West,Rice,1.86,40,3,1,0,0,2,0,0,0.577,1277,1342,0.3903,0
GH00330,Western,Plantain,2.2,6,3,0,0,0,1,0,0,0.742,1197,590,0.1159,1
GH00331,Eastern,Cocoa,5.55,15,8,1,1,0,1,1,0,0.877,2381,2661,0.801,1
GH00332,Upper West,Maize,1.98,19,7,1,1,0,0,0,0,0.538,472,707,0.2957,0
GH00333,Brong-Ahafo,Rice,3.78,5,3,1,0,0,0,0,1,0.778,3000,3737,0.6181,1
GH00334,Western,Plantain,2.74,34,5,0,0,0,1,0,1,0.943,1698,1419,0.8509,1
GH00335,Ashanti,Plantain,1.34,40,4,1,1,0,2,1,1,0.77,642,820,0.9018,1
GH00336,Northern,Rice,0.68,21,6,1,1,0,2,0,1,0.597,534,637,0.6403,1
GH00337,Upper East,Yam,2.21,14,6,0,1,0,1,1,1,0.666,2188,889,0.4951,1
GH00338,Upper East,Maize,0.64,37,6,1,0,1,2,0,1,0.622,113,159,0.636,1
GH00339,Brong-Ahafo,Maize,4.51,5,5,1,0,0,1,0,1,0.778,1416,1927,0.5851,1
GH00340,Western,Plantain,1.63,36,3,1,1,0,2,0,1,0.819,923,931,0.91,1
GH00341,Brong-Ahafo,Maize,4.21,9,7,0,1,0,3,0,1,0.615,1359,1236,0.6363,0
GH00342,Northern,Maize,1.3,41,9,1,0,0,2,0,1,0.558,542,311,0.5791,1
GH00343,Brong-Ahafo,Cassava,2.2,37,10,0,0,0,0,0,0,0.699,855,1113,0.5298,1
GH00344,Central,Maize,2.11,7,3,0,1,0,1,0,1,0.837,411,336,0.8139,0
GH00345,Northern,Yam,1.77,23,7,1,0,0,2,1,0,0.658,2036,2026,0.6576,0
GH00346,Eastern,Cassava,1.35,7,7,1,0,0,2,0,0,0.767,661,333,0.5389,0
GH00347,Brong-Ahafo,Yam,2.4,37,10,0,1,0,3,0,0,0.716,1942,1081,0.4129,0
GH00348,Brong-Ahafo,Yam,0.95,10,4,1,0,0,0,0,1,0.788,903,1338,0.3621,0
GH00349,Eastern,Plantain,0.78,17,7,1,0,0,1,1,0,0.799,345,308,0.4115,1
GH00350,Upper West,Yam,4.35,40,3,0,1,0,1,0,1,0.564,5897,7542,0.6526,0
GH00351,Volta,Yam,3.03,39,7,1,1,0,2,0,0,0.908,4436,5748,0.7145,0
GH00352,Ashanti,Cocoa,1.91,34,5,1,1,0,2,0,1,0.791,907,1340,0.7746,1
GH00353,Eastern,Cocoa,5.85,19,8,1,1,0,0,0,0,0.888,2909,4304,0.6103,0
GH00354,Ashanti,Maize,1.51,13,9,1,1,0,1,0,0,0.796,355,301,0.5451,0
GH00355,Ashanti,Plantain,4.6,28,5,1,1,0,2,0,0,0.703,1999,2879,0.5037,0
GH00356,Upper East,Rice,2.06,2,6,0,0,0,3,1,0,0.531,1410,1041,0.4149,1
GH00357,Northern,Yam,0.89,16,3,0,1,0,1,1,1,0.701,862,887,0.7657,1
GH00358,Brong-Ahafo,Rice,6.64,28,5,1,1,0,0,0,0,0.739,4898,6299,0.7426,1
GH00359,Brong-Ahafo,Cassava,3.65,17,5,1,1,0,2,0,1,0.663,1397,1951,0.7904,1
GH00360,Ashanti,Cassava,1.67,22,4,1,1,0,1,0,1,0.847,697,647,0.8292,0
GH00361,Volta,Yam,3.03,2,9,1,1,1,2,0,1,0.703,3999,3205,0.8035,1
GH00362,Western,Plantain,1.37,30,3,1,1,0,1,1,1,0.885,641,753,0.9197,1
GH00363,Brong-Ahafo,Rice,3.26,4,7,1,1,0,2,0,1,0.965,2425,2054,0.8678,1
GH00364,Brong-Ahafo,Maize,0.34,13,9,0,1,0,3,1,0,0.761,66,100,0.8261,0
GH00365,Volta,Cassava,0.89,29,9,1,1,0,1,0,0,0.829,424,536,0.4371,1
GH00366,Western,Cocoa,3.62,40,8,1,0,1,2,0,1,0.84,3045,3987,0.857,1
GH00367,Eastern,Maize,1.53,38,4,1,0,0,3,1,1,0.675,475,287,0.6571,1
GH00368,Ashanti,Maize,2.11,32,8,1,1,1,1,0,0,0.847,681,671,0.9116,1
GH00369,Ashanti,Cassava,0.71,32,4,0,1,0,0,0,0,0.767,283,100,0.6191,1
GH00370,Northern,Yam,6.64,34,10,1,1,1,2,0,1,0.617,5061,6363,0.8574,1
GH00371,Eastern,Maize,4.19,34,7,0,0,0,2,0,1,0.908,1426,642,0.6638,1
GH00372,Ashanti,Cocoa,1.58,41,8,1,1,0,1,0,0,0.808,1299,1748,0.7873,0
GH00373,Northern,Rice,1.37,12,3,1,0,0,1,1,1,0.732,1052,829,0.8372,1
GH00374,Ashanti,Plantain,3.75,30,6,0,0,0,2,1,1,0.856,2212,1108,0.836,1
GH00375,Upper West,Rice,7.3,26,8,1,0,0,0,1,0,0.566,4490,5635,0.7928,1
GH00376,Central,Maize,3.55,14,9,1,1,1,2,0,1,0.817,740,400,0.813,1
GH00377,Ashanti,Plantain,8.33,20,2,0,1,0,2,1,0,0.768,2840,2196,0.4799,0
GH00378,Northern,Rice,0.96,37,10,1,1,0,3,1,1,0.707,834,818,0.8917,1
GH00379,Eastern,Plantain,1.03,29,2,0,0,1,2,0,1,0.925,542,397,0.5694,1
GH00380,Western,Cassava,0.79,5,6,1,0,0,2,0,1,0.844,371,191,0.5523,0
GH00381,Northern,Maize,2.48,4,7,1,0,0,2,0,1,0.722,581,457,0.5229,1
GH00382,Brong-Ahafo,Maize,2.06,39,3,1,1,0,1,1,0,0.743,848,401,0.8307,1
GH00383,Upper East,Maize,1.64,38,2,0,0,1,2,0,1,0.638,432,502,0.7265,1
GH00384,Brong-Ahafo,Rice,3.21,26,8,1,0,0,2,0,0,0.986,3322,1680,0.526,1
GH00385,Volta,Cassava,4.32,36,5,1,1,0,2,1,1,0.978,2202,1935,0.9328,1
GH00386,Eastern,Cocoa,0.63,30,3,1,1,0,2,0,1,0.82,400,389,0.7995,1
GH00387,Northern,Yam,1.2,30,8,1,0,0,2,0,0,0.658,1552,2226,0.8457,1
GH00388,Ashanti,Maize,3.24,13,8,1,1,0,0,1,1,0.681,1041,410,0.5599,1
GH00389,Eastern,Plantain,1.31,36,6,1,1,0,3,0,1,0.889,657,931,0.8594,1
GH00390,Volta,Maize,1.04,21,4,0,1,0,1,1,1,0.761,354,195,0.8004,1
GH00391,Upper West,Yam,3.72,18,2,1,0,0,3,1,1,0.548,5640,7383,0.6425,0
GH00392,Brong-Ahafo,Yam,0.74,13,7,1,1,0,1,0,1,0.845,637,260,0.6544,1
GH00393,Brong-Ahafo,Yam,1.48,37,6,1,1,0,0,0,0,0.729,1633,2427,0.8489,1
GH00394,Upper West,Rice,2.29,11,7,1,0,0,3,0,0,0.568,1703,2161,0.5846,0
GH00395,Western,Cocoa,1.22,19,8,0,0,0,2,0,0,0.892,700,263,0.3589,1
GH00396,Ashanti,Cassava,3.15,31,5,1,1,0,2,0,0,0.778,1335,744,0.58,1
GH00397,Eastern,Plantain,1.22,9,3,1,1,0,0,0,0,0.822,811,777,0.7311,1
GH00398,Central,Plantain,4.88,14,10,1,1,0,3,1,0,0.99,1562,1450,0.8598,1
GH00399,Volta,Cassava,1.67,32,6,0,0,0,2,0,1,0.731,966,1019,0.6444,1
GH00400,Ashanti,Cocoa,2.92,7,6,0,0,0,1,0,0,0.889,1720,1473,0.4012,0
GH00401,Brong-Ahafo,Rice,3.07,8,10,1,1,0,3,1,1,0.703,3368,3978,0.8642,1
GH00402,Upper West,Yam,1.17,22,10,1,1,0,2,1,1,0.532,1115,801,0.8834,1
GH00403,Ashanti,Cocoa,0.43,39,6,1,1,0,0,1,1,0.828,281,144,0.9369,1
GH00404,Greater Accra,Cassava,2.35,29,5,1,1,1,2,0,0,1.0,1621,552,0.7973,0
GH00405,Eastern,Cocoa,1.92,22,13,1,1,0,2,0,0,0.898,1592,1098,0.9188,1
GH00406,Central,Cassava,2.69,22,7,0,1,0,3,0,0,0.877,1569,1274,0.7533,1
GH00407,Eastern,Cassava,1.55,25,5,1,1,0,1,1,1,0.773,945,1031,0.6853,1
GH00408,Northern,Rice,1.35,28,6,0,1,0,2,0,1,0.604,857,1086,0.6818,1
GH00409,Brong-Ahafo,Maize,7.43,28,5,1,1,1,2,0,1,0.611,2368,1393,0.8737,1
GH00410,Northern,Maize,0.65,14,9,0,0,0,0,0,0,0.759,173,154,0.3004,0
GH00411,Upper West,Yam,3.05,30,6,1,0,0,0,0,0,0.632,3296,1913,0.4728,1
GH00412,Upper West,Yam,1.22,40,8,1,1,0,2,0,0,0.625,1349,1944,0.7819,1
GH00413,Brong-Ahafo,Maize,1.44,29,8,0,1,1,2,0,1,0.746,311,335,0.8286,1
GH00414,Brong-Ahafo,Cassava,1.46,38,8,1,1,0,2,1,1,0.947,858,955,0.846,1
GH00415,Brong-Ahafo,Yam,1.04,30,7,1,0,0,2,0,1,0.774,1009,946,0.5971,1
GH00416,Eastern,Cassava,2.72,23,9,0,1,0,2,0,1,0.8,1074,685,0.6044,1
GH00417,Eastern,Cassava,4.82,37,5,1,0,0,2,1,1,0.959,2456,1328,0.832,0
GH00418,Upper East,Rice,2.53,31,3,1,0,0,0,0,1,0.575,2058,2239,0.6964,1
GH00419,Ashanti,Maize,1.96,29,8,0,1,0,0,1,0,0.63,608,855,0.7843,1
GH00420,Ashanti,Cocoa,0.91,24,6,0,0,0,2,0,0,0.713,335,186,0.4164,1
GH00421,Eastern,Cassava,2.62,34,3,0,0,0,2,0,0,0.8,1482,1461,0.7079,1
GH00422,Upper East,Rice,8.24,5,3,1,1,0,2,0,1,0.608,5991,5603,0.7626,1
GH00423,Brong-Ahafo,Maize,1.4,4,4,0,1,0,2,1,1,0.796,451,483,0.7213,1
GH00424,Upper East,Maize,1.4,33,8,0,0,0,2,1,1,0.492,388,390,0.7813,1
GH00425,Brong-Ahafo,Maize,1.23,5,7,0,1,0,0,1,1,0.712,319,200,0.6675,0
GH00426,Volta,Maize,1.29,2,4,0,1,0,2,0,0,0.665,345,390,0.4731,0
GH00427,Volta,Cassava,0.3,13,8,1,1,0,1,1,1,0.869,168,105,0.8662,1
GH00428,Central,Cassava,2.42,14,4,1,1,0,2,1,1,0.943,1501,1626,0.7483,1
GH00429,Brong-Ahafo,Rice,1.01,35,8,0,1,0,2,0,1,0.907,672,443,0.7118,1
GH00430,Eastern,Plantain,0.59,30,6,0,0,0,2,0,0,0.853,277,110,0.5525,0
GH00431,Brong-Ahafo,Yam,3.09,10,7,1,0,0,1,1,0,0.899,4030,1824,0.7351,1
GH00432,Upper East,Maize,0.85,32,5,0,0,0,1,0,0,0.51,219,285,0.3919,1
GH00433,Volta,Maize,1.44,8,5,0,0,0,1,0,1,0.747,429,191,0.266,1
GH00434,Upper East,Rice,5.09,14,8,0,0,0,2,1,1,0.5,3105,2163,0.3634,0
GH00435,Volta,Maize,0.68,3,2,0,0,0,1,0,0,0.776,124,100,0.3092,0
GH00436,Eastern,Maize,0.62,34,11,0,1,0,0,1,1,0.788,136,100,0.7609,1
GH00437,Brong-Ahafo,Rice,2.2,8,7,0,0,0,3,0,1,0.554,1536,1566,0.2544,0
GH00438,Upper East,Maize,4.07,19,5,0,0,0,2,0,1,0.654,1364,1717,0.675,0
GH00439,Eastern,Cocoa,0.61,9,7,1,0,0,0,0,1,0.903,529,789,0.622,1
GH00440,Upper East,Maize,2.42,13,3,1,0,0,2,0,1,0.521,413,588,0.5689,0
GH00441,Brong-Ahafo,Cassava,2.74,31,6,1,0,0,2,0,0,0.802,1283,461,0.6127,1
GH00442,Ashanti,Cassava,0.43,10,12,1,1,0,2,0,1,0.696,257,157,0.4676,0
GH00443,Western,Plantain,3.19,29,4,1,1,0,2,0,0,0.788,1574,1251,0.7853,1
GH00444,Brong-Ahafo,Yam,3.37,5,7,0,1,0,0,0,0,0.884,4419,5966,0.6321,0
GH00445,Western,Plantain,1.46,40,5,0,1,0,1,1,1,0.758,835,611,0.7883,1
GH00446,Western,Plantain,4.38,18,7,1,1,0,0,0,1,0.851,2089,2056,0.8616,1
GH00447,Upper West,Yam,4.04,12,4,0,1,0,1,0,0,0.498,3927,4286,0.4468,0
GH00448,Upper East,Yam,1.96,3,6,1,0,0,2,0,0,0.612,1953,1284,0.5132,0
GH00449,Northern,Rice,1.33,24,12,1,1,0,1,0,1,0.68,895,894,0.6656,1
GH00450,Volta,Cassava,0.92,23,4,0,0,0,2,0,0,0.838,574,207,0.5426,1
GH00451,Central,Plantain,1.77,27,7,1,1,0,2,1,0,0.887,1025,898,0.8916,1
GH00452,Greater Accra,Maize,2.72,13,6,0,1,0,1,1,0,0.929,823,621,0.5567,0
GH00453,Northern,Yam,1.45,33,6,1,0,0,0,0,0,0.591,1533,1114,0.5906,0
GH00454,Eastern,Plantain,0.39,10,6,1,0,0,1,1,1,0.74,157,100,0.7831,1
GH00455,Eastern,Cocoa,4.43,6,6,0,1,0,1,1,1,0.788,3441,4409,0.9015,1
GH00456,Central,Cassava,2.08,27,2,1,0,0,2,0,1,0.732,1120,1521,0.7093,1
GH00457,Northern,Yam,1.4,8,9,0,0,0,2,0,1,0.641,1976,2699,0.1475,1
GH00458,Volta,Yam,3.32,30,8,1,0,0,2,1,0,0.739,2481,1924,0.4426,1
GH00459,Brong-Ahafo,Cassava,5.3,34,4,1,0,0,2,1,0,0.818,2380,1454,0.6595,1
GH00460,Western,Cassava,0.3,25,5,0,1,0,1,0,0,0.711,108,100,0.7509,1
GH00461,Upper East,Rice,2.47,26,8,0,0,0,2,1,1,0.584,1913,2117,0.8174,1
GH00462,Volta,Maize,0.67,32,12,1,0,0,2,0,1,0.827,121,100,0.6033,1
GH00463,Northern,Rice,2.58,30,10,1,0,0,0,0,0,0.681,2585,1634,0.5002,0
GH00464,Upper West,Maize,1.99,6,9,0,0,0,3,1,1,0.438,673,502,0.139,0
GH00465,Ashanti,Cassava,2.84,39,4,1,0,0,0,1,1,0.814,1443,1393,0.8462,0
GH00466,Upper West,Rice,1.28,12,9,1,0,0,2,0,0,0.551,827,409,0.4305,1
GH00467,Ashanti,Plantain,0.49,33,9,0,1,0,2,0,0,0.826,172,250,0.6081,1
GH00468,Volta,Maize,1.33,9,5,1,0,0,2,1,0,0.7,317,374,0.4594,1
GH00469,Western,Cassava,2.42,21,5,1,0,1,3,0,1,0.979,1429,509,0.7787,1
GH00470,Central,Plantain,3.71,35,5,1,1,0,3,0,0,0.857,1576,1053,0.6725,0
GH00471,Brong-Ahafo,Cassava,0.8,9,7,0,1,0,2,0,0,0.805,580,209,0.4131,0
GH00472,Upper West,Yam,3.74,3,4,1,0,1,2,0,1,0.606,4894,2816,0.4298,0
GH00473,Brong-Ahafo,Cassava,1.16,22,2,0,1,0,0,0,0,0.818,609,392,0.4391,1
GH00474,Volta,Maize,2.35,16,3,1,1,0,2,0,1,0.713,592,688,0.6129,1
GH00475,Ashanti,Cassava,1.28,7,5,1,1,1,3,0,0,0.877,596,693,0.8417,1
GH00476,Brong-Ahafo,Maize,2.07,6,4,1,0,0,1,1,0,0.699,758,269,0.408,0
GH00477,Western,Plantain,3.4,4,8,1,1,0,0,1,1,0.96,1489,1498,0.7971,1
GH00478,Upper East,Rice,0.77,17,3,1,0,0,1,0,0,0.625,740,1075,0.3059,0
GH00479,Volta,Cassava,1.13,36,9,1,0,0,1,0,1,0.768,596,628,0.5082,1
GH00480,Central,Maize,2.07,10,9,0,0,0,1,0,0,0.857,656,953,0.2587,1
GH00481,Upper East,Rice,9.79,36,9,0,1,0,1,0,0,0.624,6629,5016,0.7433,0
GH00482,Northern,Maize,1.0,20,7,1,1,0,1,0,0,0.681,259,221,0.5981,0
GH00483,Northern,Maize,7.6,35,3,0,0,0,1,0,0,0.622,2099,1878,0.3854,0
GH00484,Upper East,Maize,7.41,40,5,0,0,0,0,1,1,0.546,1797,2531,0.4664,0
GH00485,Northern,Yam,1.7,11,3,1,1,0,3,1,1,0.646,2142,1620,0.6305,0
GH00486,Eastern,Plantain,1.48,11,12,1,1,0,2,1,0,0.785,632,935,0.6393,0
GH00487,Brong-Ahafo,Rice,1.12,21,5,0,0,0,2,0,0,0.828,803,764,0.2717,0
GH00488,Upper West,Yam,1.74,2,6,1,0,0,2,1,0,0.728,2231,1253,0.478,1
GH00489,Brong-Ahafo,Rice,0.68,7,8,1,1,0,1,0,1,0.796,679,288,0.5895,1
GH00490,Upper East,Maize,1.73,3,10,1,1,0,2,0,0,0.678,633,321,0.4326,0
GH00491,Brong-Ahafo,Yam,5.2,39,8,1,1,0,3,0,0,0.84,3241,1125,0.9037,1
GH00492,Northern,Maize,1.19,34,7,0,1,1,0,1,0,0.594,343,388,0.6716,1
GH00493,Upper West,Rice,1.54,4,6,0,1,0,0,0,0,0.677,1270,1169,0.3846,0
GH00494,Brong-Ahafo,Rice,0.55,37,6,1,1,1,2,0,1,0.647,395,468,0.9216,1
GH00495,Ashanti,Maize,2.37,14,3,0,1,0,1,1,1,0.78,700,867,0.5542,1
GH00496,Brong-Ahafo,Rice,2.19,36,9,1,1,0,3,0,1,0.655,1660,2353,0.7464,1
GH00497,Northern,Rice,1.91,16,6,0,0,0,2,0,1,0.626,1597,703,0.2322,0
GH00498,Volta,Yam,1.57,23,2,1,0,0,1,0,1,0.635,2659,1392,0.6277,1
GH00499,Ashanti,Cassava,1.48,5,9,1,1,0,1,0,0,0.903,826,791,0.7278,0
GH00500,Upper East,Yam,2.59,18,6,1,0,0,2,0,0,0.553,2798,1274,0.1686,0
GH00501,Central,Plantain,1.79,6,9,1,1,1,0,0,0,0.923,1050,432,0.8198,1
GH00502,Greater Accra,Maize,2.27,22,9,1,0,0,3,0,0,0.809,653,718,0.6638,1
GH00503,Western,Cocoa,2.12,25,8,1,1,0,0,0,1,0.712,1167,1365,0.7406,0
GH00504,Central,Plantain,4.0,32,3,1,1,0,3,0,1,0.811,1352,1774,0.7386,0
GH00505,Greater Accra,Cassava,2.93,41,4,1,1,0,0,0,1,0.823,1529,2139,0.8887,1
GH00506,Ashanti,Maize,2.09,31,9,0,1,0,2,0,0,0.764,549,456,0.8254,1
GH00507,Ashanti,Plantain,5.27,8,9,1,1,0,0,1,1,0.946,1613,2381,0.7744,1
GH00508,Brong-Ahafo,Maize,2.45,8,5,0,0,0,1,1,0,0.864,901,311,0.4624,0
GH00509,Ashanti,Cassava,4.54,28,5,0,1,0,2,0,1,0.797,2435,3273,0.741,1
GH00510,Northern,Maize,2.79,25,4,1,0,0,0,0,1,0.514,997,684,0.4778,0
GH00511,Eastern,Maize,0.5,20,11,1,1,0,1,0,1,0.705,77,108,0.6791,1
GH00512,Northern,Maize,4.54,35,4,0,0,0,1,1,0,0.653,1627,923,0.7078,1
GH00513,Brong-Ahafo,Yam,2.0,23,4,1,1,0,2,0,0,0.741,1820,2164,0.7172,1
GH00514,Central,Cassava,1.76,28,7,0,0,0,2,1,0,0.714,1157,938,0.6154,0
GH00515,Upper East,Maize,2.22,7,4,0,0,1,2,0,0,0.525,643,487,0.6873,1
GH00516,Western,Cassava,1.43,11,10,1,0,0,0,1,1,0.945,819,304,0.8391,1
GH00517,Ashanti,Maize,2.14,32,2,1,1,0,0,0,0,0.788,648,743,0.6119,1
GH00518,Volta,Yam,1.2,26,2,1,0,0,1,0,1,0.754,1107,565,0.8466,1
GH00519,Northern,Yam,4.45,3,6,0,0,0,3,0,1,0.604,3906,3342,0.6231,0
GH00520,Northern,Yam,1.68,11,6,0,0,0,2,0,0,0.598,1571,738,0.5492,0
GH00521,Northern,Rice,1.39,11,4,0,0,0,2,1,1,0.679,794,814,0.4417,1
GH00522,Ashanti,Plantain,0.95,27,6,1,0,0,3,0,1,0.836,433,250,0.7352,1
GH00523,Ashanti,Cocoa,2.2,6,5,1,1,0,2,0,1,0.897,1336,1354,0.7177,1
GH00524,Northern,Maize,2.08,23,9,1,0,0,1,0,0,0.659,405,582,0.4991,0
GH00525,Central,Maize,2.39,5,2,0,1,1,0,0,0,0.792,724,1017,0.8306,1
GH00526,Volta,Yam,0.89,35,11,1,1,0,1,0,1,0.781,899,486,0.7828,1
GH00527,Eastern,Cassava,0.59,8,7,1,1,0,1,1,0,0.768,325,136,0.4744,1
GH00528,Brong-Ahafo,Yam,2.82,18,4,0,1,0,2,0,0,0.746,3239,1138,0.5488,0
GH00529,Upper East,Yam,5.15,12,2,1,0,0,2,1,0,0.692,4944,6399,0.5345,0
GH00530,Central,Maize,0.89,9,6,1,1,0,2,1,0,0.791,201,120,0.9015,0
GH00531,Northern,Rice,5.54,29,4,1,1,0,1,0,1,0.618,4760,3050,0.6616,1
GH00532,Upper East,Maize,2.22,34,5,1,0,0,2,0,1,0.582,256,146,0.562,1
GH00533,Volta,Yam,1.81,26,4,0,0,0,1,1,1,0.657,1785,2335,0.5479,0
GH00534,Upper West,Rice,1.38,22,7,1,0,1,1,0,0,0.628,1289,1901,0.7738,0
GH00535,Upper East,Rice,0.69,13,6,1,0,0,3,0,0,0.721,676,815,0.6389,0
GH00536,Upper East,Rice,3.64,27,3,1,0,0,1,1,1,0.52,2636,3396,0.7401,1
GH00537,Western,Cocoa,1.06,30,6,1,0,0,1,0,0,0.881,413,431,0.6618,0
GH00538,Central,Cassava,1.06,39,8,1,0,0,2,0,0,0.838,263,246,0.6934,1
GH00539,Ashanti,Cocoa,3.65,36,3,1,1,0,3,0,0,0.831,2904,3386,0.8301,1
GH00540,Brong-Ahafo,Cassava,0.49,38,9,1,1,1,0,1,1,0.775,239,100,0.9614,1
GH00541,Brong-Ahafo,Rice,0.63,30,6,1,0,1,2,0,0,0.807,716,268,0.5262,0
GH00542,Upper East,Rice,1.8,25,10,0,0,0,3,0,1,0.497,1047,1178,0.121,0
GH00543,Northern,Yam,2.24,16,3,1,1,0,1,0,1,0.69,2413,1694,0.7634,1
GH00544,Northern,Yam,2.56,7,13,0,0,1,1,1,0,0.641,3438,3048,0.6608,1
